,user_id,action_1,action_2,action_3,action_4,action_5,prev,current_tariff,prepayment,total,will_stay
12897,user_55094,0.0,10.0,3.0,1.0,0.0,4,tariff_7,True,14.0,1
12898,user_55095,0.0,7.0,1.0,0.0,0.0,1,tariff_10,False,8.0,0
12899,user_55099,0.0,2.0,2.0,0.0,0.0,3,tariff_25,False,4.0,0
12900,user_55103,0.0,35.0,5.0,3.0,0.0,2,tariff_15,False,43.0,0
12901,user_55106,0.0,19.0,7.0,1.0,0.0,1,tariff_7,False,27.0,1
12902,user_55109,0.0,3.0,1.0,0.0,0.0,1,tariff_15,False,4.0,0
12903,user_55111,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
12904,user_55112,0.0,1332.0,1074.0,561.0,0.0,4,tariff_24,False,2967.0,1
12905,user_55126,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
12906,user_55127,0.0,1.0,0.0,0.0,0.0,2,tariff_10,False,1.0,0
12907,user_55129,3.0,3.0,0.0,0.0,0.0,1,tariff_16,False,6.0,1
12908,user_55133,0.0,87.0,1.0,0.0,0.0,3,tariff_25,False,88.0,1
12909,user_55134,8.0,50.0,17.0,5.0,0.0,4,tariff_25,False,80.0,1
12910,user_5514,0.0,9.0,5.0,4.0,0.0,2,tariff_4,False,18.0,1
12911,user_55141,0.0,18.0,4.0,0.0,0.0,3,tariff_3,True,22.0,1
12912,user_55143,21.0,2.0,0.0,0.0,0.0,1,tariff_7,False,23.0,1
12913,user_55144,0.0,4.0,3.0,0.0,0.0,1,tariff_20,False,7.0,0
12914,user_55146,0.0,16.0,9.0,3.0,0.0,3,tariff_15,False,28.0,1
12915,user_55166,0.0,8.0,1.0,1.0,0.0,1,tariff_4,False,10.0,0
12916,user_5517,0.0,98.0,8.0,2.0,0.0,4,tariff_15,False,108.0,1
12917,user_55171,0.0,7.0,1.0,1.0,0.0,2,tariff_10,False,9.0,1
12918,user_55172,0.0,19.0,2.0,2.0,0.0,4,tariff_15,False,23.0,1
12919,user_55176,0.0,2.0,1.0,0.0,0.0,3,tariff_25,False,3.0,0
12920,user_55186,0.0,2.0,1.0,1.0,1.0,2,tariff_11,True,5.0,1
12921,user_55193,0.0,9.0,1.0,0.0,0.0,1,tariff_4,False,10.0,0
12922,user_55194,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
12923,user_55198,0.0,1.0,1.0,1.0,0.0,1,tariff_10,False,3.0,0
12924,user_55199,0.0,2.0,0.0,0.0,0.0,1,tariff_15,True,2.0,0
12925,user_55200,0.0,2.0,2.0,0.0,0.0,1,tariff_25,False,4.0,0
12926,user_55201,0.0,1.0,0.0,0.0,0.0,1,tariff_25,False,1.0,0
12927,user_55210,5.0,1.0,0.0,0.0,0.0,2,tariff_7,True,6.0,1
12928,user_55213,0.0,2.0,1.0,0.0,0.0,2,tariff_25,False,3.0,0
12929,user_55217,0.0,1.0,1.0,0.0,0.0,3,tariff_25,True,2.0,0
12930,user_5522,0.0,10.0,4.0,0.0,0.0,2,tariff_20,False,14.0,0
12931,user_55220,0.0,68.0,47.0,7.0,0.0,4,tariff_26,False,122.0,1
12932,user_55224,0.0,46.0,15.0,1.0,0.0,3,tariff_11,False,62.0,1
12933,user_55225,0.0,4.0,0.0,0.0,0.0,1,tariff_25,False,4.0,0
12934,user_55231,0.0,2.0,3.0,2.0,0.0,3,tariff_11,True,7.0,1
12935,user_55235,0.0,7.0,2.0,0.0,0.0,2,tariff_10,False,9.0,0
12936,user_55241,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
12937,user_55245,0.0,7.0,6.0,0.0,0.0,4,tariff_15,False,13.0,1
12938,user_55250,0.0,17.0,12.0,2.0,0.0,4,tariff_25,False,31.0,1
12939,user_55257,0.0,16.0,10.0,1.0,0.0,3,tariff_15,True,27.0,1
12940,user_55261,0.0,6.0,5.0,0.0,0.0,1,tariff_25,True,11.0,0
12941,user_5527,474.0,39.0,0.0,0.0,0.0,3,tariff_11,False,513.0,1
12942,user_55282,0.0,4.0,1.0,0.0,0.0,1,tariff_25,False,5.0,0
12943,user_55285,0.0,17.0,9.0,3.0,0.0,2,tariff_15,False,29.0,0
12944,user_55289,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
12945,user_5529,0.0,3.0,1.0,1.0,0.0,1,tariff_25,False,5.0,0
12946,user_55291,0.0,16.0,0.0,0.0,0.0,2,tariff_2,True,16.0,0
12947,user_5530,0.0,1.0,0.0,4.0,0.0,3,tariff_25,False,5.0,1
12948,user_55307,0.0,2.0,2.0,0.0,0.0,1,tariff_25,False,4.0,0
12949,user_55309,0.0,2.0,2.0,1.0,0.0,1,tariff_11,False,5.0,1
12950,user_55310,0.0,104.0,14.0,4.0,0.0,3,tariff_7,True,122.0,1
12951,user_55316,0.0,11.0,2.0,0.0,0.0,2,tariff_20,False,13.0,0
12952,user_55317,0.0,45.0,13.0,0.0,4.0,3,tariff_11,True,62.0,1
12953,user_5533,0.0,2.0,1.0,0.0,0.0,2,tariff_20,False,3.0,0
12954,user_55333,0.0,8.0,3.0,0.0,2.0,2,tariff_25,False,13.0,1
12955,user_55344,0.0,37.0,17.0,5.0,0.0,2,tariff_2,False,59.0,1
12956,user_55351,0.0,59.0,19.0,1.0,0.0,4,tariff_7,True,79.0,1
12957,user_55352,0.0,20.0,11.0,1.0,0.0,3,tariff_15,False,32.0,1
12958,user_55354,0.0,2.0,1.0,0.0,0.0,3,tariff_25,True,3.0,0
12959,user_55358,0.0,63.0,19.0,6.0,0.0,3,tariff_11,False,88.0,1
12960,user_55364,0.0,6.0,0.0,0.0,0.0,4,tariff_25,False,6.0,1
12961,user_55367,0.0,2.0,2.0,1.0,0.0,1,tariff_25,False,5.0,0
12962,user_5537,0.0,11.0,5.0,0.0,0.0,2,tariff_4,False,16.0,1
12963,user_55373,5.0,14.0,12.0,11.0,7.0,2,tariff_15,False,49.0,1
12964,user_55375,0.0,15.0,2.0,1.0,0.0,3,tariff_11,False,18.0,1
12965,user_55377,0.0,5.0,3.0,0.0,0.0,3,tariff_25,False,8.0,0
12966,user_55383,0.0,8.0,5.0,2.0,0.0,1,tariff_25,True,15.0,1
12967,user_55387,0.0,56.0,12.0,1.0,0.0,4,tariff_15,False,69.0,1
12968,user_55390,0.0,154.0,50.0,2.0,0.0,3,tariff_25,False,206.0,1
12969,user_55394,0.0,2.0,2.0,0.0,0.0,1,tariff_25,False,4.0,1
12970,user_55397,0.0,19.0,9.0,0.0,0.0,1,tariff_25,False,28.0,0
12971,user_55401,0.0,4.0,3.0,0.0,0.0,2,tariff_25,False,7.0,0
12972,user_55403,0.0,57.0,4.0,1.0,0.0,2,tariff_25,False,62.0,1
12973,user_55404,14.0,136.0,65.0,7.0,0.0,3,tariff_11,False,222.0,1
12974,user_55418,0.0,3.0,1.0,0.0,0.0,1,tariff_25,False,4.0,0
12975,user_55419,0.0,2.0,1.0,0.0,0.0,3,tariff_15,True,3.0,1
12976,user_5542,0.0,12.0,4.0,1.0,0.0,1,tariff_25,False,17.0,1
12977,user_55422,0.0,5.0,1.0,0.0,0.0,2,tariff_25,False,6.0,1
12978,user_55424,0.0,10.0,10.0,2.0,0.0,4,tariff_25,False,22.0,1
12979,user_55425,0.0,16.0,10.0,1.0,0.0,1,tariff_20,False,27.0,1
12980,user_55428,0.0,4.0,2.0,0.0,0.0,1,tariff_1,False,6.0,0
12981,user_55433,0.0,20.0,6.0,1.0,1.0,3,tariff_26,False,28.0,1
12982,user_55442,0.0,18.0,8.0,3.0,0.0,2,tariff_2,False,29.0,1
12983,user_55444,0.0,119.0,1.0,0.0,0.0,2,tariff_7,True,120.0,1
12984,user_55446,0.0,4.0,1.0,0.0,0.0,1,tariff_2,False,5.0,0
12985,user_55447,0.0,80.0,18.0,5.0,0.0,2,tariff_11,True,103.0,1
12986,user_55450,0.0,30.0,19.0,5.0,0.0,4,tariff_25,False,54.0,1
12987,user_55451,0.0,1.0,1.0,0.0,0.0,1,tariff_10,False,2.0,1
12988,user_55452,0.0,53.0,40.0,6.0,0.0,2,tariff_25,False,99.0,1
12989,user_55455,0.0,2.0,1.0,0.0,0.0,1,tariff_20,False,3.0,0
12990,user_55459,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,1
12991,user_55460,0.0,28.0,7.0,3.0,0.0,4,tariff_7,True,38.0,1
12992,user_5547,0.0,61.0,36.0,3.0,0.0,3,tariff_15,False,100.0,1
12993,user_55473,0.0,17.0,2.0,1.0,0.0,2,tariff_15,False,20.0,0
12994,user_55486,0.0,64.0,9.0,4.0,0.0,4,tariff_25,False,77.0,1
12995,user_55487,0.0,19.0,4.0,3.0,0.0,1,tariff_25,False,26.0,1
12996,user_5549,0.0,5.0,0.0,0.0,0.0,4,tariff_14,True,5.0,0
12997,user_55491,0.0,14.0,2.0,0.0,0.0,1,tariff_25,False,16.0,1
12998,user_55494,0.0,5.0,5.0,2.0,0.0,4,tariff_25,False,12.0,1
12999,user_555,0.0,2.0,2.0,0.0,0.0,2,tariff_4,False,4.0,0
13000,user_5550,0.0,6.0,3.0,0.0,0.0,1,tariff_14,True,9.0,1
13001,user_55503,0.0,3.0,3.0,2.0,0.0,2,tariff_25,False,8.0,1
13002,user_55507,0.0,10.0,3.0,0.0,0.0,4,tariff_15,True,13.0,1
13003,user_55508,0.0,25.0,15.0,1.0,1.0,2,tariff_7,True,42.0,1
13004,user_55515,0.0,14.0,10.0,2.0,0.0,2,tariff_15,True,26.0,1
13005,user_55517,0.0,3.0,3.0,0.0,0.0,2,tariff_25,True,6.0,0
13006,user_5552,0.0,10.0,1.0,0.0,0.0,1,tariff_25,False,11.0,0
13007,user_55520,0.0,10.0,1.0,0.0,0.0,1,tariff_10,False,11.0,1
13008,user_55521,0.0,4.0,2.0,1.0,0.0,1,tariff_25,False,7.0,0
13009,user_55526,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
13010,user_55539,0.0,2.0,2.0,2.0,0.0,1,tariff_25,False,6.0,0
13011,user_5554,0.0,3.0,0.0,0.0,0.0,4,tariff_14,True,3.0,1
13012,user_55540,0.0,2.0,0.0,0.0,0.0,3,tariff_11,False,2.0,1
13013,user_55541,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
13014,user_55542,0.0,3.0,0.0,0.0,2.0,3,tariff_25,False,5.0,1
13015,user_55546,0.0,13.0,2.0,2.0,1.0,3,tariff_15,True,18.0,1
13016,user_5555,0.0,827.0,488.0,96.0,0.0,3,tariff_7,True,1411.0,1
13017,user_55552,0.0,7.0,2.0,0.0,2.0,1,tariff_25,False,11.0,0
13018,user_55553,0.0,7.0,3.0,0.0,0.0,2,tariff_4,False,10.0,0
13019,user_55562,0.0,2.0,2.0,0.0,0.0,2,tariff_25,False,4.0,0
13020,user_55563,0.0,2.0,1.0,0.0,0.0,1,tariff_15,True,3.0,0
13021,user_55567,0.0,19.0,5.0,1.0,0.0,1,tariff_25,False,25.0,1
13022,user_55569,0.0,46.0,32.0,0.0,0.0,1,tariff_10,False,78.0,0
13023,user_55576,0.0,106.0,104.0,0.0,0.0,1,tariff_11,False,210.0,1
13024,user_55582,0.0,3.0,2.0,2.0,0.0,3,tariff_24,False,7.0,0
13025,user_55586,0.0,56.0,10.0,1.0,0.0,3,tariff_15,False,67.0,1
13026,user_55588,0.0,19.0,14.0,2.0,0.0,2,tariff_15,False,35.0,1
13027,user_55590,0.0,5.0,4.0,4.0,0.0,3,tariff_25,False,13.0,1
13028,user_55593,5.0,18.0,0.0,0.0,0.0,2,tariff_11,True,23.0,1
13029,user_55594,0.0,6.0,6.0,5.0,0.0,4,tariff_14,False,17.0,1
13030,user_55597,0.0,66.0,20.0,2.0,0.0,4,tariff_25,False,88.0,1
13031,user_55600,0.0,84.0,18.0,1.0,0.0,4,tariff_11,False,103.0,1
13032,user_55603,0.0,2.0,1.0,0.0,0.0,3,tariff_20,False,3.0,0
13033,user_55606,0.0,1.0,1.0,1.0,0.0,1,tariff_10,False,3.0,0
13034,user_55608,0.0,3.0,1.0,0.0,0.0,1,tariff_2,False,4.0,0
13035,user_55610,0.0,74.0,8.0,1.0,0.0,3,tariff_15,False,83.0,1
13036,user_55612,0.0,1.0,0.0,0.0,0.0,3,tariff_15,False,1.0,0
13037,user_55613,2.0,91.0,38.0,22.0,0.0,3,tariff_11,False,153.0,1
13038,user_55619,0.0,1.0,0.0,0.0,0.0,3,tariff_25,True,1.0,0
13039,user_55622,0.0,4.0,2.0,0.0,0.0,2,tariff_10,False,6.0,0
13040,user_55623,0.0,9.0,2.0,1.0,0.0,3,tariff_15,False,12.0,0
13041,user_55629,4.0,12.0,0.0,1.0,0.0,1,tariff_7,False,17.0,1
13042,user_55630,0.0,6.0,1.0,0.0,0.0,1,tariff_20,False,7.0,1
13043,user_55633,0.0,2.0,1.0,0.0,0.0,2,tariff_25,False,3.0,1
13044,user_55641,0.0,1.0,1.0,1.0,0.0,2,tariff_25,False,3.0,0
13045,user_55643,0.0,3.0,0.0,0.0,0.0,3,tariff_25,False,3.0,1
13046,user_55646,0.0,15.0,7.0,0.0,0.0,2,tariff_4,False,22.0,1
13047,user_55654,0.0,119.0,26.0,0.0,0.0,3,tariff_15,False,145.0,1
13048,user_55655,0.0,87.0,62.0,8.0,0.0,2,tariff_14,True,157.0,1
13049,user_55661,0.0,15.0,2.0,0.0,1.0,2,tariff_25,False,18.0,1
13050,user_55668,0.0,22.0,2.0,0.0,0.0,1,tariff_2,False,24.0,0
13051,user_55670,0.0,37.0,24.0,5.0,0.0,4,tariff_15,False,66.0,1
13052,user_55680,14.0,0.0,0.0,0.0,0.0,3,tariff_7,True,14.0,1
13053,user_55682,0.0,7.0,1.0,0.0,0.0,2,tariff_10,False,8.0,0
13054,user_55683,0.0,133.0,83.0,10.0,0.0,3,tariff_15,False,226.0,0
13055,user_55686,0.0,15.0,11.0,0.0,0.0,1,tariff_14,False,26.0,1
13056,user_55687,0.0,8.0,2.0,0.0,1.0,2,tariff_26,False,11.0,1
13057,user_55691,0.0,71.0,26.0,1.0,0.0,4,tariff_26,False,98.0,1
13058,user_55692,0.0,11.0,1.0,0.0,0.0,3,tariff_10,False,12.0,0
13059,user_55693,0.0,4.0,0.0,0.0,0.0,1,tariff_15,False,4.0,1
13060,user_55698,0.0,51.0,4.0,0.0,0.0,3,tariff_15,False,55.0,0
13061,user_5571,0.0,26.0,7.0,0.0,0.0,1,tariff_2,False,33.0,0
13062,user_55714,0.0,23.0,2.0,0.0,0.0,1,tariff_11,False,25.0,1
13063,user_55716,0.0,17.0,7.0,2.0,0.0,2,tariff_15,False,26.0,0
13064,user_55719,4.0,0.0,0.0,0.0,0.0,3,tariff_7,True,4.0,1
13065,user_5572,0.0,10.0,4.0,2.0,0.0,2,tariff_1,False,16.0,0
13066,user_55722,0.0,19.0,3.0,1.0,0.0,1,tariff_1,False,23.0,0
13067,user_55723,0.0,4.0,1.0,0.0,0.0,1,tariff_25,False,5.0,0
13068,user_55727,0.0,5.0,2.0,0.0,0.0,1,tariff_25,False,7.0,0
13069,user_55733,0.0,1.0,1.0,1.0,0.0,1,tariff_25,False,3.0,0
13070,user_55738,0.0,18.0,2.0,0.0,0.0,3,tariff_25,True,20.0,0
13071,user_5574,0.0,43.0,16.0,1.0,0.0,4,tariff_25,False,60.0,1
13072,user_55740,0.0,2.0,2.0,1.0,0.0,2,tariff_25,False,5.0,1
13073,user_55744,0.0,3.0,1.0,1.0,0.0,2,tariff_20,False,5.0,0
13074,user_5575,0.0,1.0,1.0,1.0,0.0,2,tariff_25,False,3.0,1
13075,user_55765,0.0,6.0,3.0,1.0,0.0,1,tariff_25,False,10.0,1
13076,user_55767,0.0,8.0,2.0,0.0,0.0,3,tariff_25,False,10.0,0
13077,user_55770,0.0,84.0,18.0,1.0,0.0,2,tariff_14,False,103.0,1
13078,user_55787,0.0,22.0,7.0,1.0,0.0,4,tariff_7,True,30.0,1
13079,user_55788,0.0,12.0,5.0,0.0,0.0,2,tariff_7,True,17.0,1
13080,user_55789,0.0,88.0,11.0,2.0,0.0,3,tariff_15,False,101.0,1
13081,user_55795,0.0,4.0,1.0,0.0,0.0,1,tariff_25,False,5.0,0
13082,user_55796,0.0,4.0,4.0,0.0,0.0,4,tariff_10,False,8.0,1
13083,user_55797,0.0,2.0,1.0,0.0,0.0,2,tariff_2,False,3.0,0
13084,user_55798,0.0,2.0,2.0,0.0,1.0,1,tariff_10,False,5.0,0
13085,user_55810,0.0,129.0,5.0,0.0,0.0,4,tariff_7,True,134.0,1
13086,user_55813,0.0,1.0,1.0,1.0,0.0,2,tariff_4,False,3.0,0
13087,user_55816,0.0,88.0,23.0,1.0,0.0,1,tariff_3,True,112.0,1
13088,user_55819,0.0,3.0,1.0,0.0,0.0,1,tariff_20,False,4.0,0
13089,user_55820,0.0,6.0,1.0,1.0,0.0,1,tariff_20,False,8.0,0
13090,user_55821,0.0,76.0,23.0,2.0,0.0,4,tariff_15,False,101.0,1
13091,user_55822,0.0,74.0,13.0,0.0,0.0,2,tariff_4,False,87.0,0
13092,user_55825,0.0,1.0,1.0,1.0,0.0,1,tariff_10,False,3.0,0
13093,user_55827,0.0,14.0,11.0,2.0,0.0,1,tariff_15,False,27.0,0
13094,user_55830,0.0,4.0,3.0,2.0,0.0,2,tariff_20,False,9.0,1
13095,user_55836,0.0,11.0,1.0,0.0,0.0,1,tariff_4,False,12.0,0
13096,user_5584,0.0,2.0,1.0,0.0,0.0,4,tariff_20,False,3.0,1
13097,user_55844,1.0,0.0,0.0,0.0,0.0,1,tariff_7,False,1.0,1
13098,user_55845,0.0,2.0,0.0,0.0,0.0,1,tariff_10,True,2.0,0
13099,user_55847,0.0,13.0,8.0,2.0,0.0,2,tariff_10,False,23.0,0
13100,user_55849,0.0,9.0,1.0,0.0,0.0,2,tariff_4,False,10.0,0
13101,user_55852,0.0,8.0,5.0,1.0,0.0,1,tariff_4,False,14.0,1
13102,user_55854,0.0,3.0,2.0,0.0,0.0,3,tariff_4,False,5.0,1
13103,user_55858,0.0,4.0,1.0,0.0,0.0,2,tariff_25,False,5.0,0
13104,user_5586,0.0,24.0,6.0,0.0,0.0,4,tariff_7,True,30.0,1
13105,user_55861,0.0,9.0,2.0,1.0,0.0,1,tariff_25,False,12.0,0
13106,user_55865,0.0,27.0,4.0,1.0,0.0,2,tariff_20,False,32.0,1
13107,user_55866,0.0,3.0,1.0,0.0,0.0,2,tariff_2,False,4.0,0
13108,user_55867,0.0,3.0,1.0,1.0,0.0,2,tariff_20,False,5.0,0
13109,user_5588,0.0,14.0,2.0,2.0,0.0,2,tariff_25,False,18.0,1
13110,user_55880,0.0,3.0,2.0,1.0,0.0,3,tariff_3,True,6.0,1
13111,user_55882,0.0,3.0,1.0,0.0,1.0,3,tariff_11,True,5.0,1
13112,user_55884,0.0,7.0,2.0,0.0,0.0,1,tariff_25,False,9.0,0
13113,user_55886,0.0,105.0,14.0,0.0,0.0,4,tariff_7,False,119.0,1
13114,user_55887,0.0,7.0,3.0,0.0,0.0,4,tariff_7,True,10.0,1
13115,user_55890,0.0,2.0,2.0,1.0,0.0,2,tariff_25,False,5.0,1
13116,user_55891,0.0,2.0,1.0,0.0,0.0,4,tariff_25,False,3.0,1
13117,user_559,0.0,7.0,4.0,1.0,0.0,3,tariff_15,False,12.0,1
13118,user_55902,0.0,2.0,1.0,0.0,1.0,3,tariff_25,False,4.0,1
13119,user_55906,0.0,209.0,58.0,4.0,0.0,1,tariff_10,False,271.0,0
13120,user_55910,0.0,629.0,348.0,145.0,4.0,1,tariff_7,False,1126.0,1
13121,user_55912,0.0,22.0,11.0,1.0,0.0,2,tariff_1,False,34.0,1
13122,user_55913,0.0,12.0,2.0,1.0,0.0,1,tariff_25,True,15.0,0
13123,user_55914,5221.0,2.0,0.0,0.0,0.0,3,tariff_11,True,5223.0,1
13124,user_55916,0.0,25.0,11.0,1.0,0.0,4,tariff_20,False,37.0,1
13125,user_55918,0.0,25.0,11.0,5.0,0.0,3,tariff_25,False,41.0,1
13126,user_55920,0.0,7.0,2.0,0.0,0.0,1,tariff_25,False,9.0,0
13127,user_55924,0.0,2.0,1.0,0.0,0.0,3,tariff_10,False,3.0,0
13128,user_5593,0.0,3.0,2.0,0.0,0.0,1,tariff_26,False,5.0,0
13129,user_55931,0.0,12.0,3.0,0.0,0.0,4,tariff_15,False,15.0,1
13130,user_55939,0.0,52.0,15.0,0.0,0.0,1,tariff_15,True,67.0,1
13131,user_55942,19.0,0.0,0.0,0.0,0.0,3,tariff_15,False,19.0,1
13132,user_55943,0.0,92.0,17.0,0.0,0.0,2,tariff_15,False,109.0,1
13133,user_55947,59.0,3.0,0.0,0.0,0.0,3,tariff_11,True,62.0,1
13134,user_55949,0.0,11.0,1.0,0.0,0.0,1,tariff_25,False,12.0,1
13135,user_55950,0.0,11.0,4.0,1.0,0.0,1,tariff_25,False,16.0,0
13136,user_55953,1.0,30.0,3.0,0.0,0.0,3,tariff_11,True,34.0,1
13137,user_55962,0.0,1.0,1.0,1.0,0.0,1,tariff_10,False,3.0,0
13138,user_5597,0.0,16.0,8.0,0.0,0.0,4,tariff_1,False,24.0,1
13139,user_55972,0.0,4.0,2.0,0.0,0.0,1,tariff_25,False,6.0,1
13140,user_55988,0.0,8.0,1.0,0.0,0.0,2,tariff_11,False,9.0,1
13141,user_55999,0.0,31.0,8.0,3.0,3.0,4,tariff_11,False,45.0,1
13142,user_56002,0.0,2.0,1.0,0.0,1.0,4,tariff_10,False,4.0,1
13143,user_56003,0.0,15.0,6.0,12.0,0.0,1,tariff_25,False,33.0,1
13144,user_56004,0.0,34.0,16.0,4.0,0.0,4,tariff_15,True,54.0,1
13145,user_56012,0.0,45.0,7.0,3.0,0.0,4,tariff_7,False,55.0,1
13146,user_56013,0.0,22.0,6.0,0.0,0.0,2,tariff_15,True,28.0,1
13147,user_56016,0.0,14.0,5.0,0.0,0.0,3,tariff_15,False,19.0,1
13148,user_56028,0.0,1.0,1.0,1.0,0.0,2,tariff_10,False,3.0,1
13149,user_5603,0.0,28.0,3.0,0.0,0.0,3,tariff_15,False,31.0,1
13150,user_56032,0.0,66.0,15.0,2.0,0.0,3,tariff_14,True,83.0,1
13151,user_56045,0.0,1.0,1.0,0.0,0.0,2,tariff_25,True,2.0,0
13152,user_56049,0.0,146.0,10.0,1.0,0.0,3,tariff_25,True,157.0,1
13153,user_56050,0.0,60.0,25.0,6.0,0.0,1,tariff_7,False,91.0,1
13154,user_56059,0.0,13.0,4.0,1.0,0.0,2,tariff_15,False,18.0,0
13155,user_56060,0.0,6.0,3.0,0.0,0.0,1,tariff_15,False,9.0,1
13156,user_56070,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,1
13157,user_56071,0.0,19.0,2.0,0.0,0.0,1,tariff_4,False,21.0,0
13158,user_5608,9.0,0.0,0.0,0.0,0.0,3,tariff_11,True,9.0,1
13159,user_56085,0.0,21.0,2.0,0.0,0.0,2,tariff_10,False,23.0,0
13160,user_56086,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
13161,user_5609,0.0,93.0,46.0,3.0,0.0,4,tariff_25,False,142.0,1
13162,user_56098,0.0,35.0,19.0,6.0,0.0,4,tariff_11,False,60.0,1
13163,user_56104,0.0,14.0,6.0,1.0,0.0,2,tariff_1,False,21.0,1
13164,user_5611,0.0,8.0,1.0,0.0,0.0,3,tariff_25,False,9.0,1
13165,user_56114,0.0,2.0,1.0,0.0,0.0,3,tariff_14,True,3.0,1
13166,user_56115,9.0,86.0,3.0,1.0,0.0,3,tariff_11,True,99.0,1
13167,user_56119,0.0,12.0,1.0,0.0,0.0,1,tariff_15,False,13.0,0
13168,user_5612,0.0,10.0,2.0,2.0,0.0,2,tariff_25,False,14.0,1
13169,user_56121,0.0,8.0,5.0,1.0,0.0,1,tariff_26,False,14.0,0
13170,user_56123,0.0,7.0,5.0,2.0,0.0,4,tariff_15,False,14.0,1
13171,user_56139,0.0,3.0,3.0,1.0,0.0,3,tariff_25,False,7.0,1
13172,user_5614,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
13173,user_56146,0.0,59.0,17.0,0.0,0.0,4,tariff_15,False,76.0,1
13174,user_5615,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
13175,user_56150,0.0,52.0,48.0,24.0,0.0,3,tariff_15,False,124.0,1
13176,user_56155,0.0,17.0,6.0,1.0,0.0,4,tariff_25,False,24.0,1
13177,user_56156,21.0,19.0,1.0,0.0,0.0,3,tariff_6,True,41.0,1
13178,user_56158,0.0,31.0,11.0,1.0,0.0,4,tariff_15,False,43.0,1
13179,user_56159,0.0,9.0,2.0,0.0,0.0,2,tariff_25,False,11.0,1
13180,user_56163,0.0,5.0,1.0,1.0,0.0,3,tariff_26,True,7.0,1
13181,user_56166,0.0,3.0,1.0,0.0,0.0,1,tariff_25,False,4.0,0
13182,user_56168,0.0,69.0,2.0,0.0,0.0,1,tariff_25,False,71.0,0
13183,user_56171,0.0,2.0,2.0,1.0,0.0,1,tariff_25,False,5.0,0
13184,user_56176,0.0,3.0,3.0,0.0,0.0,3,tariff_11,True,6.0,1
13185,user_56181,0.0,3.0,4.0,0.0,0.0,3,tariff_25,True,7.0,0
13186,user_5619,0.0,102.0,10.0,0.0,0.0,3,tariff_26,False,112.0,1
13187,user_56193,0.0,44.0,6.0,1.0,0.0,1,tariff_20,False,51.0,0
13188,user_56195,0.0,54.0,13.0,1.0,0.0,3,tariff_15,True,68.0,1
13189,user_56199,0.0,2.0,0.0,0.0,1.0,1,tariff_15,False,3.0,0
13190,user_56201,0.0,3.0,0.0,0.0,0.0,3,tariff_25,True,3.0,0
13191,user_56204,0.0,69.0,9.0,3.0,0.0,1,tariff_7,True,81.0,1
13192,user_56206,0.0,2.0,1.0,0.0,0.0,1,tariff_10,False,3.0,0
13193,user_56208,0.0,39.0,1.0,0.0,0.0,2,tariff_10,False,40.0,0
13194,user_56209,0.0,1.0,1.0,0.0,0.0,1,tariff_4,False,2.0,0
13195,user_5621,0.0,3.0,1.0,0.0,2.0,3,tariff_25,False,6.0,1
13196,user_56210,0.0,16.0,9.0,0.0,0.0,2,tariff_26,False,25.0,0
13197,user_56212,0.0,7.0,0.0,0.0,0.0,1,tariff_20,True,7.0,0
13198,user_56214,0.0,14.0,4.0,3.0,0.0,3,tariff_11,True,21.0,1
13199,user_56218,0.0,19.0,3.0,0.0,0.0,1,tariff_25,False,22.0,1
13200,user_56222,0.0,56.0,6.0,0.0,0.0,4,tariff_11,False,62.0,1
13201,user_56223,0.0,4.0,1.0,0.0,0.0,2,tariff_15,False,5.0,0
13202,user_56237,0.0,1.0,0.0,0.0,0.0,1,tariff_15,False,1.0,0
13203,user_56239,0.0,9.0,2.0,0.0,1.0,1,tariff_15,False,12.0,1
13204,user_56241,0.0,45.0,11.0,0.0,0.0,2,tariff_15,False,56.0,1
13205,user_56249,0.0,82.0,54.0,1.0,0.0,2,tariff_14,True,137.0,1
13206,user_56250,4.0,0.0,0.0,0.0,0.0,3,tariff_6,False,4.0,1
13207,user_56259,0.0,7.0,3.0,0.0,0.0,2,tariff_10,False,10.0,0
13208,user_56267,0.0,3.0,1.0,1.0,0.0,3,tariff_20,False,5.0,0
13209,user_56272,0.0,2.0,2.0,1.0,0.0,1,tariff_20,False,5.0,0
13210,user_5628,0.0,27.0,0.0,1.0,0.0,4,tariff_11,True,28.0,1
13211,user_56288,0.0,8.0,1.0,0.0,1.0,3,tariff_25,False,10.0,1
13212,user_56289,0.0,5.0,4.0,1.0,0.0,1,tariff_25,False,10.0,0
13213,user_5629,2.0,467.0,115.0,2.0,0.0,2,tariff_7,False,586.0,1
